"subindice","indicador","region","fecha","cantidad","decimal","dinero","porcentaje","caracter","unidad","fuente","categorias"
"Seguridad","Choques contra motocicletas","Gómez Palacio","2017-12-31","297","\N","\N","\N","\N","Cantidad","INEGI","Seguridad, Vialidad, Movilidad"
"Seguridad","Choques contra motocicletas","Gómez Palacio","2018-12-31","446","\N","\N","\N","\N","Cantidad","INEGI","Seguridad, Vialidad, Movilidad"
"Seguridad","Choques contra motocicletas","La Laguna","2015-12-31","896","\N","\N","\N","\N","Cantidad","INEGI","Seguridad, Vialidad, Movilidad"
"Seguridad","Choques contra motocicletas","La Laguna","2016-12-31","916","\N","\N","\N","\N","Cantidad","INEGI","Seguridad, Vialidad, Movilidad"
"Seguridad","Choques contra motocicletas","La Laguna","2017-12-31","969","\N","\N","\N","\N","Cantidad","INEGI","Seguridad, Vialidad, Movilidad"
"Seguridad","Choques contra motocicletas","La Laguna","2018-12-31","1039","\N","\N","\N","\N","Cantidad","INEGI","Seguridad, Vialidad, Movilidad"
"Seguridad","Choques contra motocicletas","Lerdo","2015-12-31","47","\N","\N","\N","\N","Cantidad","INEGI","Seguridad, Vialidad, Movilidad"
"Seguridad","Choques contra motocicletas","Lerdo","2016-12-31","51","\N","\N","\N","\N","Cantidad","INEGI","Seguridad, Vialidad, Movilidad"
"Seguridad","Choques contra motocicletas","Lerdo","2017-12-31","33","\N","\N","\N","\N","Cantidad","INEGI","Seguridad, Vialidad, Movilidad"
"Seguridad","Choques contra motocicletas","Lerdo","2018-12-31","30","\N","\N","\N","\N","Cantidad","INEGI","Seguridad, Vialidad, Movilidad"
"Seguridad","Choques contra motocicletas","Matamoros","2015-12-31","26","\N","\N","\N","\N","Cantidad","INEGI","Seguridad, Vialidad, Movilidad"
"Seguridad","Choques contra motocicletas","Matamoros","2016-12-31","26","\N","\N","\N","\N","Cantidad","INEGI","Seguridad, Vialidad, Movilidad"
"Seguridad","Choques contra motocicletas","Matamoros","2017-12-31","28","\N","\N","\N","\N","Cantidad","INEGI","Seguridad, Vialidad, Movilidad"
"Seguridad","Choques contra motocicletas","Matamoros","2018-12-31","28","\N","\N","\N","\N","Cantidad","INEGI","Seguridad, Vialidad, Movilidad"
"Seguridad","Choques contra motocicletas","Torreón","2015-12-31","582","\N","\N","\N","\N","Cantidad","INEGI","Seguridad, Vialidad, Movilidad"
"Seguridad","Choques contra motocicletas","Torreón","2016-12-31","596","\N","\N","\N","\N","Cantidad","INEGI","Seguridad, Vialidad, Movilidad"
"Seguridad","Choques contra motocicletas","Torreón","2017-12-31","611","\N","\N","\N","\N","Cantidad","INEGI","Seguridad, Vialidad, Movilidad"
"Seguridad","Choques contra motocicletas","Torreón","2018-12-31","535","\N","\N","\N","\N","Cantidad","INEGI","Seguridad, Vialidad, Movilidad"
"Seguridad","Choques contra vehículos automotores","Gómez Palacio","2015-12-31","909","\N","\N","\N","\N","Cantidad","INEGI","Seguridad, Vialidad, Movilidad"
"Seguridad","Choques contra vehículos automotores","Gómez Palacio","2016-12-31","989","\N","\N","\N","\N","Cantidad","INEGI","Seguridad, Vialidad, Movilidad"
"Seguridad","Choques contra vehículos automotores","Gómez Palacio","2017-12-31","1035","\N","\N","\N","\N","Cantidad","INEGI","Seguridad, Vialidad, Movilidad"
"Seguridad","Choques contra vehículos automotores","Gómez Palacio","2018-12-31","1341","\N","\N","\N","\N","Cantidad","INEGI","Seguridad, Vialidad, Movilidad"
"Seguridad","Choques contra vehículos automotores","La Laguna","2015-12-31","4785","\N","\N","\N","\N","Cantidad","INEGI","Seguridad, Vialidad, Movilidad"
"Seguridad","Choques contra vehículos automotores","La Laguna","2016-12-31","4916","\N","\N","\N","\N","Cantidad","INEGI","Seguridad, Vialidad, Movilidad"
"Seguridad","Choques contra vehículos automotores","La Laguna","2017-12-31","4870","\N","\N","\N","\N","Cantidad","INEGI","Seguridad, Vialidad, Movilidad"
"Seguridad","Choques contra vehículos automotores","La Laguna","2018-12-31","4347","\N","\N","\N","\N","Cantidad","INEGI","Seguridad, Vialidad, Movilidad"
"Seguridad","Choques contra vehículos automotores","Lerdo","2015-12-31","206","\N","\N","\N","\N","Cantidad","INEGI","Seguridad, Vialidad, Movilidad"
"Seguridad","Choques contra vehículos automotores","Lerdo","2016-12-31","211","\N","\N","\N","\N","Cantidad","INEGI","Seguridad, Vialidad, Movilidad"
"Seguridad","Choques contra vehículos automotores","Lerdo","2017-12-31","184","\N","\N","\N","\N","Cantidad","INEGI","Seguridad, Vialidad, Movilidad"
"Seguridad","Choques contra vehículos automotores","Lerdo","2018-12-31","157","\N","\N","\N","\N","Cantidad","INEGI","Seguridad, Vialidad, Movilidad"
"Seguridad","Choques contra vehículos automotores","Matamoros","2015-12-31","129","\N","\N","\N","\N","Cantidad","INEGI","Seguridad, Vialidad, Movilidad"
"Seguridad","Choques contra vehículos automotores","Matamoros","2016-12-31","82","\N","\N","\N","\N","Cantidad","INEGI","Seguridad, Vialidad, Movilidad"
"Seguridad","Choques contra vehículos automotores","Matamoros","2017-12-31","107","\N","\N","\N","\N","Cantidad","INEGI","Seguridad, Vialidad, Movilidad"
"Seguridad","Choques contra vehículos automotores","Matamoros","2018-12-31","76","\N","\N","\N","\N","Cantidad","INEGI","Seguridad, Vialidad, Movilidad"
"Seguridad","Choques contra vehículos automotores","Torreón","2015-12-31","3541","\N","\N","\N","\N","Cantidad","INEGI","Seguridad, Vialidad, Movilidad"
"Seguridad","Choques contra vehículos automotores","Torreón","2016-12-31","3634","\N","\N","\N","\N","Cantidad","INEGI","Seguridad, Vialidad, Movilidad"
"Seguridad","Choques contra vehículos automotores","Torreón","2017-12-31","3544","\N","\N","\N","\N","Cantidad","INEGI","Seguridad, Vialidad, Movilidad"
"Seguridad","Choques contra vehículos automotores","Torreón","2018-12-31","2773","\N","\N","\N","\N","Cantidad","INEGI","Seguridad, Vialidad, Movilidad"
"Seguridad","Daño a la propiedad","Gómez Palacio","2015-12-31","414","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Daño a la propiedad","Gómez Palacio","2016-12-31","752","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Daño a la propiedad","Gómez Palacio","2017-12-31","803","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Daño a la propiedad","Gómez Palacio","2018-12-31","483","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Daño a la propiedad","La Laguna","2015-12-31","1564","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Daño a la propiedad","La Laguna","2016-12-31","2361","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Daño a la propiedad","La Laguna","2017-12-31","2465","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Daño a la propiedad","La Laguna","2018-12-31","2245","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Daño a la propiedad","Lerdo","2015-12-31","101","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Daño a la propiedad","Lerdo","2016-12-31","215","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Daño a la propiedad","Lerdo","2017-12-31","235","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Daño a la propiedad","Lerdo","2018-12-31","124","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Daño a la propiedad","Matamoros","2015-12-31","60","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Daño a la propiedad","Matamoros","2016-12-31","99","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Daño a la propiedad","Matamoros","2017-12-31","148","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Daño a la propiedad","Matamoros","2018-12-31","117","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Daño a la propiedad","Torreón","2015-12-31","989","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Daño a la propiedad","Torreón","2016-12-31","1295","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Daño a la propiedad","Torreón","2017-12-31","1279","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Daño a la propiedad","Torreón","2018-12-31","1521","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Seguridad, Delincuencia"
"Seguridad","Delitos","Gómez Palacio","2014-01-31","363","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Delincuencia, Seguridad"
"Seguridad","Delitos","Gómez Palacio","2014-02-28","307","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Delincuencia, Seguridad"
"Seguridad","Delitos","Gómez Palacio","2014-03-31","382","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Delincuencia, Seguridad"
"Seguridad","Delitos","Gómez Palacio","2014-04-30","384","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Delincuencia, Seguridad"
"Seguridad","Delitos","Gómez Palacio","2014-05-31","325","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Delincuencia, Seguridad"
"Seguridad","Delitos","Gómez Palacio","2014-06-30","277","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Delincuencia, Seguridad"
"Seguridad","Delitos","Gómez Palacio","2014-07-31","364","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Delincuencia, Seguridad"
"Seguridad","Delitos","Gómez Palacio","2014-08-31","348","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Delincuencia, Seguridad"
"Seguridad","Delitos","Gómez Palacio","2014-09-30","398","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Delincuencia, Seguridad"
"Seguridad","Delitos","Gómez Palacio","2014-10-31","463","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Delincuencia, Seguridad"
"Seguridad","Delitos","Gómez Palacio","2014-11-30","411","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Delincuencia, Seguridad"
"Seguridad","Delitos","Gómez Palacio","2014-12-31","429","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Delincuencia, Seguridad"
"Seguridad","Delitos","Gómez Palacio","2015-01-31","376","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Delincuencia, Seguridad"
"Seguridad","Delitos","Gómez Palacio","2015-02-28","428","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Delincuencia, Seguridad"
"Seguridad","Delitos","Gómez Palacio","2015-03-31","425","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Delincuencia, Seguridad"
"Seguridad","Delitos","Gómez Palacio","2015-04-30","582","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Delincuencia, Seguridad"
"Seguridad","Delitos","Gómez Palacio","2015-05-31","609","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Delincuencia, Seguridad"
"Seguridad","Delitos","Gómez Palacio","2015-06-30","567","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Delincuencia, Seguridad"
"Seguridad","Delitos","Gómez Palacio","2015-07-31","622","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Delincuencia, Seguridad"
"Seguridad","Delitos","Gómez Palacio","2015-08-31","525","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Delincuencia, Seguridad"
"Seguridad","Delitos","Gómez Palacio","2015-09-30","595","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Delincuencia, Seguridad"
"Seguridad","Delitos","Gómez Palacio","2015-10-31","753","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Delincuencia, Seguridad"
"Seguridad","Delitos","Gómez Palacio","2015-11-30","576","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Delincuencia, Seguridad"
"Seguridad","Delitos","Gómez Palacio","2015-12-31","584","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Delincuencia, Seguridad"
"Seguridad","Delitos","Gómez Palacio","2016-01-31","467","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Delincuencia, Seguridad"
"Seguridad","Delitos","Gómez Palacio","2016-02-29","649","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Delincuencia, Seguridad"
"Seguridad","Delitos","Gómez Palacio","2016-03-31","675","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Delincuencia, Seguridad"
"Seguridad","Delitos","Gómez Palacio","2016-04-30","706","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Delincuencia, Seguridad"
"Seguridad","Delitos","Gómez Palacio","2016-05-31","807","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Delincuencia, Seguridad"
"Seguridad","Delitos","Gómez Palacio","2016-06-30","765","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Delincuencia, Seguridad"
"Seguridad","Delitos","Gómez Palacio","2016-07-31","547","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Delincuencia, Seguridad"
"Seguridad","Delitos","Gómez Palacio","2016-08-31","671","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Delincuencia, Seguridad"
"Seguridad","Delitos","Gómez Palacio","2016-09-30","710","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Delincuencia, Seguridad"
"Seguridad","Delitos","Gómez Palacio","2016-10-31","687","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Delincuencia, Seguridad"
"Seguridad","Delitos","Gómez Palacio","2016-11-30","682","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Delincuencia, Seguridad"
"Seguridad","Delitos","Gómez Palacio","2016-12-31","617","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Delincuencia, Seguridad"
"Seguridad","Delitos","Gómez Palacio","2017-01-31","614","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Delincuencia, Seguridad"
"Seguridad","Delitos","Gómez Palacio","2017-02-28","583","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Delincuencia, Seguridad"
"Seguridad","Delitos","Gómez Palacio","2017-03-31","417","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Delincuencia, Seguridad"
"Seguridad","Delitos","Gómez Palacio","2017-04-30","676","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Delincuencia, Seguridad"
"Seguridad","Delitos","Gómez Palacio","2017-05-31","668","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Delincuencia, Seguridad"
"Seguridad","Delitos","Gómez Palacio","2017-06-30","698","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Delincuencia, Seguridad"
"Seguridad","Delitos","Gómez Palacio","2017-07-31","524","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Delincuencia, Seguridad"
"Seguridad","Delitos","Gómez Palacio","2017-08-31","694","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Delincuencia, Seguridad"
"Seguridad","Delitos","Gómez Palacio","2017-09-30","785","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Delincuencia, Seguridad"
"Seguridad","Delitos","Gómez Palacio","2017-10-31","667","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Delincuencia, Seguridad"
"Seguridad","Delitos","Gómez Palacio","2017-11-30","785","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Delincuencia, Seguridad"
"Seguridad","Delitos","Gómez Palacio","2017-12-31","470","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Delincuencia, Seguridad"
"Seguridad","Delitos","Gómez Palacio","2018-01-31","573","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Delincuencia, Seguridad"
"Seguridad","Delitos","Gómez Palacio","2018-02-28","551","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Delincuencia, Seguridad"
"Seguridad","Delitos","Gómez Palacio","2018-03-31","583","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Delincuencia, Seguridad"
"Seguridad","Delitos","Gómez Palacio","2018-04-30","584","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Delincuencia, Seguridad"
"Seguridad","Delitos","Gómez Palacio","2018-05-31","607","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Delincuencia, Seguridad"
"Seguridad","Delitos","Gómez Palacio","2018-06-30","547","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Delincuencia, Seguridad"
"Seguridad","Delitos","Gómez Palacio","2018-07-31","552","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Delincuencia, Seguridad"
"Seguridad","Delitos","Gómez Palacio","2018-08-31","383","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Delincuencia, Seguridad"
"Seguridad","Delitos","Gómez Palacio","2018-09-30","546","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Delincuencia, Seguridad"
"Seguridad","Delitos","Gómez Palacio","2018-10-31","501","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Delincuencia, Seguridad"
"Seguridad","Delitos","Gómez Palacio","2018-11-30","522","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Delincuencia, Seguridad"
"Seguridad","Delitos","Gómez Palacio","2018-12-31","441","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Delincuencia, Seguridad"
"Seguridad","Delitos","Gómez Palacio","2019-01-31","477","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Delincuencia, Seguridad"
"Seguridad","Delitos","Gómez Palacio","2019-02-28","498","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Delincuencia, Seguridad"
"Seguridad","Delitos","Gómez Palacio","2019-03-31","485","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Delincuencia, Seguridad"
"Seguridad","Delitos","Gómez Palacio","2019-04-30","508","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Delincuencia, Seguridad"
"Seguridad","Delitos","Gómez Palacio","2019-05-31","590","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Delincuencia, Seguridad"
"Seguridad","Delitos","Gómez Palacio","2019-06-30","547","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Delincuencia, Seguridad"
"Seguridad","Delitos","Gómez Palacio","2019-07-31","675","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Delincuencia, Seguridad"
"Seguridad","Delitos","Gómez Palacio","2019-08-31","587","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Delincuencia, Seguridad"
"Seguridad","Delitos","Gómez Palacio","2019-09-30","591","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Delincuencia, Seguridad"
"Seguridad","Delitos","Gómez Palacio","2019-10-31","2209","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Delincuencia, Seguridad"
"Seguridad","Delitos","Gómez Palacio","2019-10-31","658","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Delincuencia, Seguridad"
"Seguridad","Delitos","Gómez Palacio","2019-11-30","624","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Delincuencia, Seguridad"
"Seguridad","Delitos","Gómez Palacio","2019-12-31","536","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Delincuencia, Seguridad"
"Seguridad","Delitos","La Laguna","2014-01-31","1433","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Delincuencia, Seguridad"
"Seguridad","Delitos","La Laguna","2014-02-28","1279","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Delincuencia, Seguridad"
"Seguridad","Delitos","La Laguna","2014-03-31","1274","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Delincuencia, Seguridad"
"Seguridad","Delitos","La Laguna","2014-04-30","1201","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Delincuencia, Seguridad"
"Seguridad","Delitos","La Laguna","2014-05-31","1536","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Delincuencia, Seguridad"
"Seguridad","Delitos","La Laguna","2014-06-30","1201","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Delincuencia, Seguridad"
"Seguridad","Delitos","La Laguna","2014-07-31","1255","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Delincuencia, Seguridad"
"Seguridad","Delitos","La Laguna","2014-08-31","1341","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Delincuencia, Seguridad"
"Seguridad","Delitos","La Laguna","2014-09-30","1314","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Delincuencia, Seguridad"
"Seguridad","Delitos","La Laguna","2014-10-31","1414","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Delincuencia, Seguridad"
"Seguridad","Delitos","La Laguna","2014-11-30","1179","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Delincuencia, Seguridad"
"Seguridad","Delitos","La Laguna","2014-12-31","1073","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Delincuencia, Seguridad"
"Seguridad","Delitos","La Laguna","2015-01-31","1299","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Delincuencia, Seguridad"
"Seguridad","Delitos","La Laguna","2015-02-28","1319","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Delincuencia, Seguridad"
"Seguridad","Delitos","La Laguna","2015-03-31","1175","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Delincuencia, Seguridad"
"Seguridad","Delitos","La Laguna","2015-04-30","1561","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Delincuencia, Seguridad"
"Seguridad","Delitos","La Laguna","2015-05-31","1431","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Delincuencia, Seguridad"
"Seguridad","Delitos","La Laguna","2015-06-30","1436","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Delincuencia, Seguridad"
"Seguridad","Delitos","La Laguna","2015-07-31","1479","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Delincuencia, Seguridad"
"Seguridad","Delitos","La Laguna","2015-08-31","1398","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Delincuencia, Seguridad"
"Seguridad","Delitos","La Laguna","2015-09-30","1491","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Delincuencia, Seguridad"
"Seguridad","Delitos","La Laguna","2015-10-31","1789","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Delincuencia, Seguridad"
"Seguridad","Delitos","La Laguna","2015-11-30","1476","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Delincuencia, Seguridad"
"Seguridad","Delitos","La Laguna","2015-12-31","1545","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Delincuencia, Seguridad"
"Seguridad","Delitos","La Laguna","2016-01-31","1373","\N","\N","\N","\N","Cantidad","Secretariado Ejecutivo del Sistema Nacional de Seguridad Pública","Delincuencia, Seguridad"
